service_id,date,exception_type,exception_note,schedule_type
63921,20170521,1,FINAL,SU
64034,20170521,1,PRODUCTION,SU
63955,20170521,1,Schedule #105,SU
63917,20170522,1,FINAL,WD
63898,20170522,1,FINAL,WD
63893,20170522,1,FINAL,WD
63919,20170522,1,FINAL,WD
63896,20170522,1,FINAL,WD
63897,20170522,1,FINAL,WD
64032,20170522,1,PRODUCTION,WD
63953,20170522,1,Schedule #105,WD
63917,20170523,1,FINAL,WD
63898,20170523,1,FINAL,WD
63893,20170523,1,FINAL,WD
63919,20170523,1,FINAL,WD
63896,20170523,1,FINAL,WD
63897,20170523,1,FINAL,WD
64032,20170523,1,PRODUCTION,WD
63953,20170523,1,Schedule #105,WD
63917,20170524,1,FINAL,WD
63898,20170524,1,FINAL,WD
63893,20170524,1,FINAL,WD
63919,20170524,1,FINAL,WD
63896,20170524,1,FINAL,WD
63897,20170524,1,FINAL,WD
64032,20170524,1,PRODUCTION,WD
63953,20170524,1,Schedule #105,WD
63917,20170525,1,FINAL,WD
63898,20170525,1,FINAL,WD
63893,20170525,1,FINAL,WD
63919,20170525,1,FINAL,WD
63896,20170525,1,FINAL,WD
63897,20170525,1,FINAL,WD
64032,20170525,1,PRODUCTION,WD
63953,20170525,1,Schedule #105,WD
63917,20170526,1,FINAL,WD
63898,20170526,1,FINAL,WD
63893,20170526,1,FINAL,WD
63919,20170526,1,FINAL,WD
63896,20170526,1,FINAL,WD
63897,20170526,1,FINAL,WD
64032,20170526,1,PRODUCTION,WD
63953,20170526,1,Schedule #105,WD
63918,20170527,1,FINAL,SA
63894,20170527,1,FINAL,SA
63920,20170527,1,FINAL,SA
64033,20170527,1,PRODUCTION,SA
63954,20170527,1,Schedule #105,SA
63895,20170528,1,FINAL,SU
63921,20170528,1,FINAL,SU
64034,20170528,1,PRODUCTION,SU
63955,20170528,1,Schedule #105,SU
63895,20170529,1,FINAL,SU
63921,20170529,1,FINAL,SU
63955,20170529,1,Schedule #105,SU
63917,20170530,1,FINAL,WD
63898,20170530,1,FINAL,WD
63893,20170530,1,FINAL,WD
63919,20170530,1,FINAL,WD
63896,20170530,1,FINAL,WD
63897,20170530,1,FINAL,WD
64032,20170530,1,PRODUCTION,WD
63953,20170530,1,Schedule #105,WD
63917,20170531,1,FINAL,WD
63898,20170531,1,FINAL,WD
63893,20170531,1,FINAL,WD
63919,20170531,1,FINAL,WD
63896,20170531,1,FINAL,WD
63897,20170531,1,FINAL,WD
64032,20170531,1,PRODUCTION,WD
63953,20170531,1,Schedule #105,WD
63917,20170601,1,FINAL,WD
63898,20170601,1,FINAL,WD
63893,20170601,1,FINAL,WD
63919,20170601,1,FINAL,WD
63896,20170601,1,FINAL,WD
63897,20170601,1,FINAL,WD
64032,20170601,1,PRODUCTION,WD
63953,20170601,1,Schedule #105,WD
63917,20170602,1,FINAL,WD
63898,20170602,1,FINAL,WD
63893,20170602,1,FINAL,WD
63919,20170602,1,FINAL,WD
63896,20170602,1,FINAL,WD
63897,20170602,1,FINAL,WD
64032,20170602,1,PRODUCTION,WD
63953,20170602,1,Schedule #105,WD
63918,20170603,1,FINAL,SA
63894,20170603,1,FINAL,SA
63920,20170603,1,FINAL,SA
64033,20170603,1,PRODUCTION,SA
63954,20170603,1,Schedule #105,SA
63895,20170604,1,FINAL,SU
63921,20170604,1,FINAL,SU
64034,20170604,1,PRODUCTION,SU
63955,20170604,1,Schedule #105,SU
63917,20170605,1,FINAL,WD
63898,20170605,1,FINAL,WD
63893,20170605,1,FINAL,WD
63919,20170605,1,FINAL,WD
63896,20170605,1,FINAL,WD
63897,20170605,1,FINAL,WD
64032,20170605,1,PRODUCTION,WD
63953,20170605,1,Schedule #105,WD
63917,20170606,1,FINAL,WD
63898,20170606,1,FINAL,WD
63893,20170606,1,FINAL,WD
63919,20170606,1,FINAL,WD
63896,20170606,1,FINAL,WD
63897,20170606,1,FINAL,WD
64032,20170606,1,PRODUCTION,WD
63953,20170606,1,Schedule #105,WD
63917,20170607,1,FINAL,WD
63898,20170607,1,FINAL,WD
63893,20170607,1,FINAL,WD
63919,20170607,1,FINAL,WD
63896,20170607,1,FINAL,WD
63897,20170607,1,FINAL,WD
64032,20170607,1,PRODUCTION,WD
63953,20170607,1,Schedule #105,WD
63917,20170608,1,FINAL,WD
63898,20170608,1,FINAL,WD
63893,20170608,1,FINAL,WD
63919,20170608,1,FINAL,WD
63896,20170608,1,FINAL,WD
63897,20170608,1,FINAL,WD
64032,20170608,1,PRODUCTION,WD
63953,20170608,1,Schedule #105,WD
63917,20170609,1,FINAL,WD
63898,20170609,1,FINAL,WD
63893,20170609,1,FINAL,WD
63919,20170609,1,FINAL,WD
63896,20170609,1,FINAL,WD
63897,20170609,1,FINAL,WD
64032,20170609,1,PRODUCTION,WD
63953,20170609,1,Schedule #105,WD
63918,20170610,1,FINAL,SA
63894,20170610,1,FINAL,SA
63920,20170610,1,FINAL,SA
64033,20170610,1,PRODUCTION,SA
63954,20170610,1,Schedule #105,SA
6391727,20170130,1,FINAL,WD
6391919,20170130,1,FINAL,WD
638977,20170130,1,FINAL,WD
6403215,20170130,1,PRODUCTION,WD
6403221,20170130,1,PRODUCTION,WD
6391727,20170131,1,FINAL,WD
6391919,20170131,1,FINAL,WD
6403215,20170131,1,PRODUCTION,WD
6403221,20170131,1,PRODUCTION,WD
6391727,20170201,1,FINAL,WD
6391919,20170201,1,FINAL,WD
6403215,20170201,1,PRODUCTION,WD
6403221,20170201,1,PRODUCTION,WD
6391727,20170202,1,FINAL,WD
6391919,20170202,1,FINAL,WD
6389711,20170202,1,FINAL,WD
6403215,20170202,1,PRODUCTION,WD
6403221,20170202,1,PRODUCTION,WD
6391727,20170203,1,FINAL,WD
6391919,20170203,1,FINAL,WD
638977,20170203,1,FINAL,WD
638979,20170203,1,FINAL,WD
6403215,20170203,1,PRODUCTION,WD
6403221,20170203,1,PRODUCTION,WD
6391727,20170206,1,FINAL,WD
6391919,20170206,1,FINAL,WD
638977,20170206,1,FINAL,WD
6403215,20170206,1,PRODUCTION,WD
6403221,20170206,1,PRODUCTION,WD
6391727,20170207,1,FINAL,WD
6391919,20170207,1,FINAL,WD
6403215,20170207,1,PRODUCTION,WD
6403221,20170207,1,PRODUCTION,WD
6391727,20170208,1,FINAL,WD
6391919,20170208,1,FINAL,WD
6403215,20170208,1,PRODUCTION,WD
6403221,20170208,1,PRODUCTION,WD
6391727,20170209,1,FINAL,WD
6391919,20170209,1,FINAL,WD
6389711,20170209,1,FINAL,WD
6403215,20170209,1,PRODUCTION,WD
6403221,20170209,1,PRODUCTION,WD
6391727,20170210,1,FINAL,WD
6391919,20170210,1,FINAL,WD
638977,20170210,1,FINAL,WD
638979,20170210,1,FINAL,WD
6403215,20170210,1,PRODUCTION,WD
6403221,20170210,1,PRODUCTION,WD
6391727,20170213,1,FINAL,WD
6391919,20170213,1,FINAL,WD
638977,20170213,1,FINAL,WD
6403215,20170213,1,PRODUCTION,WD
6403221,20170213,1,PRODUCTION,WD
6391727,20170214,1,FINAL,WD
6391919,20170214,1,FINAL,WD
6403215,20170214,1,PRODUCTION,WD
6403221,20170214,1,PRODUCTION,WD
6391727,20170215,1,FINAL,WD
6391919,20170215,1,FINAL,WD
6403215,20170215,1,PRODUCTION,WD
6403221,20170215,1,PRODUCTION,WD
6391727,20170216,1,FINAL,WD
6391919,20170216,1,FINAL,WD
6389711,20170216,1,FINAL,WD
6403215,20170216,1,PRODUCTION,WD
6403221,20170216,1,PRODUCTION,WD
6391723,20170217,1,FINAL,WD
638977,20170217,1,FINAL,WD
638979,20170217,1,FINAL,WD
6403221,20170217,1,PRODUCTION,WD
6391727,20170221,1,FINAL,WD
6391919,20170221,1,FINAL,WD
638977,20170221,1,FINAL,WD
6403215,20170221,1,PRODUCTION,WD
6403221,20170221,1,PRODUCTION,WD
6391727,20170222,1,FINAL,WD
6391919,20170222,1,FINAL,WD
6403215,20170222,1,PRODUCTION,WD
6403221,20170222,1,PRODUCTION,WD
6391727,20170223,1,FINAL,WD
6391919,20170223,1,FINAL,WD
6389711,20170223,1,FINAL,WD
6403215,20170223,1,PRODUCTION,WD
6403221,20170223,1,PRODUCTION,WD
6391727,20170224,1,FINAL,WD
6391919,20170224,1,FINAL,WD
638977,20170224,1,FINAL,WD
638979,20170224,1,FINAL,WD
6403215,20170224,1,PRODUCTION,WD
6403221,20170224,1,PRODUCTION,WD
6391727,20170227,1,FINAL,WD
6391919,20170227,1,FINAL,WD
638977,20170227,1,FINAL,WD
6403215,20170227,1,PRODUCTION,WD
6403221,20170227,1,PRODUCTION,WD
6391727,20170228,1,FINAL,WD
6391919,20170228,1,FINAL,WD
6403215,20170228,1,PRODUCTION,WD
6403221,20170228,1,PRODUCTION,WD
6391723,20170301,1,FINAL,WD
6391727,20170301,1,FINAL,WD
6391919,20170301,1,FINAL,WD
6403215,20170301,1,PRODUCTION,WD
6403221,20170301,1,PRODUCTION,WD
6391727,20170302,1,FINAL,WD
6391919,20170302,1,FINAL,WD
6389711,20170302,1,FINAL,WD
6403215,20170302,1,PRODUCTION,WD
6403221,20170302,1,PRODUCTION,WD
6391727,20170303,1,FINAL,WD
6391919,20170303,1,FINAL,WD
638977,20170303,1,FINAL,WD
638979,20170303,1,FINAL,WD
6403215,20170303,1,PRODUCTION,WD
6403221,20170303,1,PRODUCTION,WD
6391727,20170306,1,FINAL,WD
6391919,20170306,1,FINAL,WD
638977,20170306,1,FINAL,WD
6403215,20170306,1,PRODUCTION,WD
6403221,20170306,1,PRODUCTION,WD
6391727,20170307,1,FINAL,WD
6391919,20170307,1,FINAL,WD
6403215,20170307,1,PRODUCTION,WD
6403221,20170307,1,PRODUCTION,WD
6391727,20170308,1,FINAL,WD
6391919,20170308,1,FINAL,WD
6403215,20170308,1,PRODUCTION,WD
6403221,20170308,1,PRODUCTION,WD
6391727,20170309,1,FINAL,WD
6391919,20170309,1,FINAL,WD
6389711,20170309,1,FINAL,WD
6403215,20170309,1,PRODUCTION,WD
6403221,20170309,1,PRODUCTION,WD
6391723,20170310,1,FINAL,WD
6391727,20170310,1,FINAL,WD
6391919,20170310,1,FINAL,WD
638977,20170310,1,FINAL,WD
638979,20170310,1,FINAL,WD
6403215,20170310,1,PRODUCTION,WD
6403221,20170310,1,PRODUCTION,WD
6391727,20170313,1,FINAL,WD
6391919,20170313,1,FINAL,WD
638977,20170313,1,FINAL,WD
6403215,20170313,1,PRODUCTION,WD
6403221,20170313,1,PRODUCTION,WD
6391727,20170314,1,FINAL,WD
6391919,20170314,1,FINAL,WD
6403215,20170314,1,PRODUCTION,WD
6403221,20170314,1,PRODUCTION,WD
6391727,20170315,1,FINAL,WD
6391919,20170315,1,FINAL,WD
6403215,20170315,1,PRODUCTION,WD
6403221,20170315,1,PRODUCTION,WD
6391727,20170316,1,FINAL,WD
6391919,20170316,1,FINAL,WD
6389711,20170316,1,FINAL,WD
6403215,20170316,1,PRODUCTION,WD
6403221,20170316,1,PRODUCTION,WD
6391727,20170317,1,FINAL,WD
6391919,20170317,1,FINAL,WD
638977,20170317,1,FINAL,WD
638979,20170317,1,FINAL,WD
6403215,20170317,1,PRODUCTION,WD
6403221,20170317,1,PRODUCTION,WD
6391727,20170320,1,FINAL,WD
6391919,20170320,1,FINAL,WD
638977,20170320,1,FINAL,WD
6403215,20170320,1,PRODUCTION,WD
6403221,20170320,1,PRODUCTION,WD
6391727,20170321,1,FINAL,WD
6391919,20170321,1,FINAL,WD
6403215,20170321,1,PRODUCTION,WD
6403221,20170321,1,PRODUCTION,WD
6391727,20170322,1,FINAL,WD
6391919,20170322,1,FINAL,WD
6403215,20170322,1,PRODUCTION,WD
6403221,20170322,1,PRODUCTION,WD
6391727,20170323,1,FINAL,WD
6391919,20170323,1,FINAL,WD
6389711,20170323,1,FINAL,WD
6403215,20170323,1,PRODUCTION,WD
6403221,20170323,1,PRODUCTION,WD
6391727,20170324,1,FINAL,WD
6391919,20170324,1,FINAL,WD
638977,20170324,1,FINAL,WD
638979,20170324,1,FINAL,WD
6403215,20170324,1,PRODUCTION,WD
6403221,20170324,1,PRODUCTION,WD
638977,20170327,1,FINAL,WD
6389711,20170330,1,FINAL,WD
638977,20170331,1,FINAL,WD
638979,20170331,1,FINAL,WD
6391727,20170403,1,FINAL,WD
6391919,20170403,1,FINAL,WD
638977,20170403,1,FINAL,WD
6403215,20170403,1,PRODUCTION,WD
6403221,20170403,1,PRODUCTION,WD
6391727,20170404,1,FINAL,WD
6391919,20170404,1,FINAL,WD
6403215,20170404,1,PRODUCTION,WD
6403221,20170404,1,PRODUCTION,WD
6391727,20170405,1,FINAL,WD
6391919,20170405,1,FINAL,WD
6403215,20170405,1,PRODUCTION,WD
6403221,20170405,1,PRODUCTION,WD
6391727,20170406,1,FINAL,WD
6391919,20170406,1,FINAL,WD
6389711,20170406,1,FINAL,WD
6403215,20170406,1,PRODUCTION,WD
6403221,20170406,1,PRODUCTION,WD
6391723,20170407,1,FINAL,WD
6391727,20170407,1,FINAL,WD
6391919,20170407,1,FINAL,WD
638977,20170407,1,FINAL,WD
638979,20170407,1,FINAL,WD
6403215,20170407,1,PRODUCTION,WD
6403221,20170407,1,PRODUCTION,WD
6391727,20170410,1,FINAL,WD
6391919,20170410,1,FINAL,WD
638977,20170410,1,FINAL,WD
6403215,20170410,1,PRODUCTION,WD
6403221,20170410,1,PRODUCTION,WD
6391727,20170411,1,FINAL,WD
6391919,20170411,1,FINAL,WD
6403215,20170411,1,PRODUCTION,WD
6403221,20170411,1,PRODUCTION,WD
6391727,20170412,1,FINAL,WD
6391919,20170412,1,FINAL,WD
6403215,20170412,1,PRODUCTION,WD
6403221,20170412,1,PRODUCTION,WD
6391727,20170413,1,FINAL,WD
6391919,20170413,1,FINAL,WD
6389711,20170413,1,FINAL,WD
6403215,20170413,1,PRODUCTION,WD
6403221,20170413,1,PRODUCTION,WD
6391727,20170414,1,FINAL,WD
6391919,20170414,1,FINAL,WD
638977,20170414,1,FINAL,WD
638979,20170414,1,FINAL,WD
6403215,20170414,1,PRODUCTION,WD
6403221,20170414,1,PRODUCTION,WD
6391727,20170417,1,FINAL,WD
6391919,20170417,1,FINAL,WD
638977,20170417,1,FINAL,WD
6403215,20170417,1,PRODUCTION,WD
6403221,20170417,1,PRODUCTION,WD
6391727,20170418,1,FINAL,WD
6391919,20170418,1,FINAL,WD
6403215,20170418,1,PRODUCTION,WD
6403221,20170418,1,PRODUCTION,WD
6391727,20170419,1,FINAL,WD
6391919,20170419,1,FINAL,WD
6403215,20170419,1,PRODUCTION,WD
6403221,20170419,1,PRODUCTION,WD
6391727,20170420,1,FINAL,WD
6391919,20170420,1,FINAL,WD
6389711,20170420,1,FINAL,WD
6403215,20170420,1,PRODUCTION,WD
6403221,20170420,1,PRODUCTION,WD
6391727,20170421,1,FINAL,WD
6391919,20170421,1,FINAL,WD
638977,20170421,1,FINAL,WD
638979,20170421,1,FINAL,WD
6403215,20170421,1,PRODUCTION,WD
6403221,20170421,1,PRODUCTION,WD
6391727,20170424,1,FINAL,WD
6391919,20170424,1,FINAL,WD
638977,20170424,1,FINAL,WD
6403215,20170424,1,PRODUCTION,WD
6403221,20170424,1,PRODUCTION,WD
6391727,20170425,1,FINAL,WD
6391919,20170425,1,FINAL,WD
6403215,20170425,1,PRODUCTION,WD
6403221,20170425,1,PRODUCTION,WD
6391727,20170426,1,FINAL,WD
6391919,20170426,1,FINAL,WD
6403215,20170426,1,PRODUCTION,WD
6403221,20170426,1,PRODUCTION,WD
6391727,20170427,1,FINAL,WD
6391919,20170427,1,FINAL,WD
6389711,20170427,1,FINAL,WD
6403215,20170427,1,PRODUCTION,WD
6403221,20170427,1,PRODUCTION,WD
6391727,20170428,1,FINAL,WD
6391919,20170428,1,FINAL,WD
638977,20170428,1,FINAL,WD
638979,20170428,1,FINAL,WD
6403215,20170428,1,PRODUCTION,WD
6403221,20170428,1,PRODUCTION,WD
6391727,20170501,1,FINAL,WD
6391919,20170501,1,FINAL,WD
638977,20170501,1,FINAL,WD
6403215,20170501,1,PRODUCTION,WD
6403221,20170501,1,PRODUCTION,WD
6391727,20170502,1,FINAL,WD
6391919,20170502,1,FINAL,WD
6403215,20170502,1,PRODUCTION,WD
6403221,20170502,1,PRODUCTION,WD
6391727,20170503,1,FINAL,WD
6391919,20170503,1,FINAL,WD
6403215,20170503,1,PRODUCTION,WD
6403221,20170503,1,PRODUCTION,WD
6391727,20170504,1,FINAL,WD
6391919,20170504,1,FINAL,WD
6389711,20170504,1,FINAL,WD
6403215,20170504,1,PRODUCTION,WD
6403221,20170504,1,PRODUCTION,WD
6391727,20170505,1,FINAL,WD
6391919,20170505,1,FINAL,WD
638977,20170505,1,FINAL,WD
638979,20170505,1,FINAL,WD
6403215,20170505,1,PRODUCTION,WD
6403221,20170505,1,PRODUCTION,WD
6391727,20170508,1,FINAL,WD
6391919,20170508,1,FINAL,WD
638977,20170508,1,FINAL,WD
6403215,20170508,1,PRODUCTION,WD
6403221,20170508,1,PRODUCTION,WD
6391727,20170509,1,FINAL,WD
6391919,20170509,1,FINAL,WD
6403215,20170509,1,PRODUCTION,WD
6403221,20170509,1,PRODUCTION,WD
6391727,20170510,1,FINAL,WD
6391919,20170510,1,FINAL,WD
6403215,20170510,1,PRODUCTION,WD
6403221,20170510,1,PRODUCTION,WD
6391727,20170511,1,FINAL,WD
6391919,20170511,1,FINAL,WD
6389711,20170511,1,FINAL,WD
6403215,20170511,1,PRODUCTION,WD
6403221,20170511,1,PRODUCTION,WD
6391727,20170512,1,FINAL,WD
6391919,20170512,1,FINAL,WD
638977,20170512,1,FINAL,WD
638979,20170512,1,FINAL,WD
6403215,20170512,1,PRODUCTION,WD
6403221,20170512,1,PRODUCTION,WD
6391727,20170515,1,FINAL,WD
6391919,20170515,1,FINAL,WD
638977,20170515,1,FINAL,WD
6403215,20170515,1,PRODUCTION,WD
6403221,20170515,1,PRODUCTION,WD
6391727,20170516,1,FINAL,WD
6391919,20170516,1,FINAL,WD
6403215,20170516,1,PRODUCTION,WD
6403221,20170516,1,PRODUCTION,WD
6391727,20170517,1,FINAL,WD
6391919,20170517,1,FINAL,WD
6403215,20170517,1,PRODUCTION,WD
6403221,20170517,1,PRODUCTION,WD
6391727,20170518,1,FINAL,WD
6391919,20170518,1,FINAL,WD
6389711,20170518,1,FINAL,WD
6403215,20170518,1,PRODUCTION,WD
6403221,20170518,1,PRODUCTION,WD
6391727,20170519,1,FINAL,WD
6391919,20170519,1,FINAL,WD
638977,20170519,1,FINAL,WD
638979,20170519,1,FINAL,WD
6403215,20170519,1,PRODUCTION,WD
6403221,20170519,1,PRODUCTION,WD
6391727,20170522,1,FINAL,WD
6391919,20170522,1,FINAL,WD
638977,20170522,1,FINAL,WD
6403215,20170522,1,PRODUCTION,WD
6403221,20170522,1,PRODUCTION,WD
6391727,20170523,1,FINAL,WD
6391919,20170523,1,FINAL,WD
6403215,20170523,1,PRODUCTION,WD
6403221,20170523,1,PRODUCTION,WD
6391727,20170524,1,FINAL,WD
6391919,20170524,1,FINAL,WD
6403215,20170524,1,PRODUCTION,WD
6403221,20170524,1,PRODUCTION,WD
6391727,20170525,1,FINAL,WD
6391919,20170525,1,FINAL,WD
6389711,20170525,1,FINAL,WD
6403215,20170525,1,PRODUCTION,WD
6403221,20170525,1,PRODUCTION,WD
6391727,20170526,1,FINAL,WD
6391919,20170526,1,FINAL,WD
6391925,20170526,1,FINAL,WD
638977,20170526,1,FINAL,WD
638979,20170526,1,FINAL,WD
6403215,20170526,1,PRODUCTION,WD
6403221,20170526,1,PRODUCTION,WD
6392025,20170527,1,FINAL,SA
6392125,20170528,1,FINAL,SU
6392125,20170529,1,FINAL,SU
6391727,20170530,1,FINAL,WD
6391925,20170530,1,FINAL,WD
638977,20170530,1,FINAL,WD
6403221,20170530,1,PRODUCTION,WD
6391727,20170531,1,FINAL,WD
6391925,20170531,1,FINAL,WD
6403221,20170531,1,PRODUCTION,WD
6391727,20170601,1,FINAL,WD
6391925,20170601,1,FINAL,WD
6389711,20170601,1,FINAL,WD
6403221,20170601,1,PRODUCTION,WD
6391727,20170602,1,FINAL,WD
6391925,20170602,1,FINAL,WD
638977,20170602,1,FINAL,WD
638979,20170602,1,FINAL,WD
6403221,20170602,1,PRODUCTION,WD
6392025,20170603,1,FINAL,SA
6392125,20170604,1,FINAL,SU
6391723,20170605,1,FINAL,WD
6391727,20170605,1,FINAL,WD
6391925,20170605,1,FINAL,WD
638977,20170605,1,FINAL,WD
6403221,20170605,1,PRODUCTION,WD
6391723,20170606,1,FINAL,WD
6391925,20170606,1,FINAL,WD
6403221,20170606,1,PRODUCTION,WD
6391723,20170607,1,FINAL,WD
6391925,20170607,1,FINAL,WD
6403221,20170607,1,PRODUCTION,WD
6391925,20170608,1,FINAL,WD
6389711,20170608,1,FINAL,WD
6403221,20170608,1,PRODUCTION,WD
6391925,20170609,1,FINAL,WD
638977,20170609,1,FINAL,WD
638979,20170609,1,FINAL,WD
6403221,20170609,1,PRODUCTION,WD
6392025,20170610,1,FINAL,SA
62112,20170129,1,Coronado Ferry SUN-THU,WD
62112,20170130,1,Coronado Ferry SUN-THU,WD
62112,20170131,1,Coronado Ferry SUN-THU,WD
62112,20170201,1,Coronado Ferry SUN-THU,WD
62112,20170202,1,Coronado Ferry SUN-THU,WD
62113,20170203,1,Coronado Ferry FRI-SAT,WD
62113,20170204,1,Coronado Ferry FRI-SAT,WD
62112,20170205,1,Coronado Ferry SUN-THU,WD
62112,20170206,1,Coronado Ferry SUN-THU,WD
62112,20170207,1,Coronado Ferry SUN-THU,WD
62112,20170208,1,Coronado Ferry SUN-THU,WD
62112,20170209,1,Coronado Ferry SUN-THU,WD
62113,20170210,1,Coronado Ferry FRI-SAT,WD
62113,20170211,1,Coronado Ferry FRI-SAT,WD
62112,20170212,1,Coronado Ferry SUN-THU,WD
62112,20170213,1,Coronado Ferry SUN-THU,WD
62112,20170214,1,Coronado Ferry SUN-THU,WD
62112,20170215,1,Coronado Ferry SUN-THU,WD
62112,20170216,1,Coronado Ferry SUN-THU,WD
62113,20170217,1,Coronado Ferry FRI-SAT,WD
62113,20170218,1,Coronado Ferry FRI-SAT,WD
62112,20170219,1,Coronado Ferry SUN-THU,WD
62112,20170220,1,Coronado Ferry SUN-THU,WD
62112,20170221,1,Coronado Ferry SUN-THU,WD
62112,20170222,1,Coronado Ferry SUN-THU,WD
62112,20170223,1,Coronado Ferry SUN-THU,WD
62113,20170224,1,Coronado Ferry FRI-SAT,WD
62113,20170225,1,Coronado Ferry FRI-SAT,WD
62112,20170226,1,Coronado Ferry SUN-THU,WD
62112,20170227,1,Coronado Ferry SUN-THU,WD
62112,20170228,1,Coronado Ferry SUN-THU,WD
62112,20170301,1,Coronado Ferry SUN-THU,WD
62112,20170302,1,Coronado Ferry SUN-THU,WD
62113,20170303,1,Coronado Ferry FRI-SAT,WD
62113,20170304,1,Coronado Ferry FRI-SAT,WD
62112,20170305,1,Coronado Ferry SUN-THU,WD
62112,20170306,1,Coronado Ferry SUN-THU,WD
62112,20170307,1,Coronado Ferry SUN-THU,WD
62112,20170308,1,Coronado Ferry SUN-THU,WD
62112,20170309,1,Coronado Ferry SUN-THU,WD
62113,20170310,1,Coronado Ferry FRI-SAT,WD
62113,20170311,1,Coronado Ferry FRI-SAT,WD
62112,20170312,1,Coronado Ferry SUN-THU,WD
62112,20170313,1,Coronado Ferry SUN-THU,WD
62112,20170314,1,Coronado Ferry SUN-THU,WD
62112,20170315,1,Coronado Ferry SUN-THU,WD
62112,20170316,1,Coronado Ferry SUN-THU,WD
62113,20170317,1,Coronado Ferry FRI-SAT,WD
62113,20170318,1,Coronado Ferry FRI-SAT,WD
62112,20170319,1,Coronado Ferry SUN-THU,WD
62112,20170320,1,Coronado Ferry SUN-THU,WD
62112,20170321,1,Coronado Ferry SUN-THU,WD
62112,20170322,1,Coronado Ferry SUN-THU,WD
62112,20170323,1,Coronado Ferry SUN-THU,WD
62113,20170324,1,Coronado Ferry FRI-SAT,WD
62113,20170325,1,Coronado Ferry FRI-SAT,WD
62112,20170326,1,Coronado Ferry SUN-THU,WD
62112,20170327,1,Coronado Ferry SUN-THU,WD
62112,20170328,1,Coronado Ferry SUN-THU,WD
62112,20170329,1,Coronado Ferry SUN-THU,WD
62112,20170330,1,Coronado Ferry SUN-THU,WD
62113,20170331,1,Coronado Ferry FRI-SAT,WD
62113,20170401,1,Coronado Ferry FRI-SAT,WD
62112,20170402,1,Coronado Ferry SUN-THU,WD
62112,20170403,1,Coronado Ferry SUN-THU,WD
62112,20170404,1,Coronado Ferry SUN-THU,WD
62112,20170405,1,Coronado Ferry SUN-THU,WD
62112,20170406,1,Coronado Ferry SUN-THU,WD
62113,20170407,1,Coronado Ferry FRI-SAT,WD
62113,20170408,1,Coronado Ferry FRI-SAT,WD
62112,20170409,1,Coronado Ferry SUN-THU,WD
62112,20170410,1,Coronado Ferry SUN-THU,WD
62112,20170411,1,Coronado Ferry SUN-THU,WD
62112,20170412,1,Coronado Ferry SUN-THU,WD
62112,20170413,1,Coronado Ferry SUN-THU,WD
62113,20170414,1,Coronado Ferry FRI-SAT,WD
62113,20170415,1,Coronado Ferry FRI-SAT,WD
62112,20170416,1,Coronado Ferry SUN-THU,WD
62112,20170417,1,Coronado Ferry SUN-THU,WD
62112,20170418,1,Coronado Ferry SUN-THU,WD
62112,20170419,1,Coronado Ferry SUN-THU,WD
62112,20170420,1,Coronado Ferry SUN-THU,WD
62113,20170421,1,Coronado Ferry FRI-SAT,WD
62113,20170422,1,Coronado Ferry FRI-SAT,WD
62112,20170423,1,Coronado Ferry SUN-THU,WD
62112,20170424,1,Coronado Ferry SUN-THU,WD
62112,20170425,1,Coronado Ferry SUN-THU,WD
62112,20170426,1,Coronado Ferry SUN-THU,WD
62112,20170427,1,Coronado Ferry SUN-THU,WD
62113,20170428,1,Coronado Ferry FRI-SAT,WD
62113,20170429,1,Coronado Ferry FRI-SAT,WD
62112,20170430,1,Coronado Ferry SUN-THU,WD
62112,20170501,1,Coronado Ferry SUN-THU,WD
62112,20170502,1,Coronado Ferry SUN-THU,WD
62112,20170503,1,Coronado Ferry SUN-THU,WD
62112,20170504,1,Coronado Ferry SUN-THU,WD
62113,20170505,1,Coronado Ferry FRI-SAT,WD
62113,20170506,1,Coronado Ferry FRI-SAT,WD
62112,20170507,1,Coronado Ferry SUN-THU,WD
62112,20170508,1,Coronado Ferry SUN-THU,WD
62112,20170509,1,Coronado Ferry SUN-THU,WD
62112,20170510,1,Coronado Ferry SUN-THU,WD
62112,20170511,1,Coronado Ferry SUN-THU,WD
62113,20170512,1,Coronado Ferry FRI-SAT,WD
62113,20170513,1,Coronado Ferry FRI-SAT,WD
62112,20170514,1,Coronado Ferry SUN-THU,WD
62112,20170515,1,Coronado Ferry SUN-THU,WD
62112,20170516,1,Coronado Ferry SUN-THU,WD
62112,20170517,1,Coronado Ferry SUN-THU,WD
62112,20170518,1,Coronado Ferry SUN-THU,WD
62113,20170519,1,Coronado Ferry FRI-SAT,WD
62113,20170520,1,Coronado Ferry FRI-SAT,WD
62112,20170521,1,Coronado Ferry SUN-THU,WD
62112,20170522,1,Coronado Ferry SUN-THU,WD
62112,20170523,1,Coronado Ferry SUN-THU,WD
62112,20170524,1,Coronado Ferry SUN-THU,WD
62112,20170525,1,Coronado Ferry SUN-THU,WD
62113,20170526,1,Coronado Ferry FRI-SAT,WD
62113,20170527,1,Coronado Ferry FRI-SAT,WD
62112,20170528,1,Coronado Ferry SUN-THU,WD
62112,20170529,1,Coronado Ferry SUN-THU,WD
62112,20170530,1,Coronado Ferry SUN-THU,WD
62112,20170531,1,Coronado Ferry SUN-THU,WD
